id,source,destination,distance_meters,road_type,speed_limit_kmh,capacity
14408,13660755803,13660755804,5.56,tertiary_link,25.0,80
14409,13660755804,13660755803,5.56,tertiary_link,25.0,80
14410,13660755804,13660755802,143.48,tertiary,30.0,100
14411,13660755805,13660755807,138.58,tertiary,30.0,100
14412,13660755805,13660755806,4.85,tertiary_link,25.0,80
14413,13660755806,13660755804,109.11,tertiary,30.0,100
14414,13660755806,13660755805,4.85,tertiary_link,25.0,80
14415,13660755807,13660755808,3.95,tertiary_link,25.0,80
14416,13660755807,13660755809,134.12,tertiary,30.0,100
14417,13660755808,13660755806,138.73,tertiary,30.0,100
14418,13660755808,13660755807,3.95,tertiary_link,25.0,80
14419,13660755809,5912237878,22.13,tertiary,30.0,100
14420,13660755809,13660755810,7.67,tertiary_link,25.0,80
14421,13660755810,13660755808,133.29,tertiary,30.0,100
14422,13660755810,13660755809,7.67,tertiary_link,25.0,80
14423,13661562603,13661562604,8.71,secondary_link,35.0,150
14424,13661562603,13658722780,201.95,secondary,40.0,200
14425,13661562604,13661562603,8.71,secondary_link,35.0,150
14426,13661562604,12298775320,95.82,secondary,40.0,200
14427,13661562605,13658722781,29.82,primary,50.0,300
14428,13661562605,10282040381,6.53,primary_link,40.0,250
14429,13661562608,13661562610,56.44,primary,50.0,300
14430,13661562608,13661562609,8.62,primary_link,40.0,250
14431,13661562609,13661562608,8.62,primary_link,40.0,250
14432,13661562609,13661562605,84.14,primary,50.0,300
14433,13661562610,10277719244,12.95,primary,50.0,300
14434,13661562610,13661562611,9.03,primary_link,40.0,250
14435,13661562611,13661562609,55.86,primary,50.0,300
14436,13661562611,13661562610,9.03,primary_link,40.0,250
14437,13661562612,13661562613,10.06,primary_link,40.0,250
14438,13661562612,6262416578,375.86,primary,50.0,300
14439,13661562613,10277719235,24.69,primary,50.0,300
14440,13661562613,13661562612,10.06,primary_link,40.0,250
14441,13661562614,13658722651,427.12,tertiary,30.0,100
14442,13661562614,13661562615,38.86,tertiary,30.0,100
14443,13661562615,7374507918,65.31,tertiary,30.0,100
14444,13661562615,13661562614,38.42,tertiary,30.0,100
14445,13661562635,13658722772,312.18,secondary,40.0,200
14446,13661562635,13661562636,34.66,secondary,40.0,200
14447,13661562636,7374459516,78.18,secondary,40.0,200
14448,13661562636,13661562635,35.03,secondary,40.0,200
14449,13664004433,4625570783,289.16,primary,50.0,300
14450,13667198501,7377729180,8.25,primary,50.0,300
14451,13670806940,3568776812,12.81,tertiary,30.0,100
14452,13670806940,7735948667,475.26,tertiary,30.0,100
14453,13670806941,13673973150,6.6,tertiary,30.0,100
14454,13670806941,13670806940,12.71,tertiary,30.0,100
14455,13671537580,5924612066,12.26,primary_link,40.0,250
14456,13671537580,5924612063,73.92,primary,50.0,300
14457,13671621834,6604559419,114.88,trunk_link,50.0,350
14458,13671676552,13671676553,7.45,secondary_link,35.0,150
14459,13671676552,13658722656,189.11,secondary,40.0,200
14460,13671676553,13671676552,7.45,secondary_link,35.0,150
14461,13671676553,13686749226,224.82,secondary,40.0,200
14462,13673520574,11953087504,19.74,primary,50.0,300
14463,13673520574,5923862802,34.8,primary,50.0,300
14464,13673603149,13673603150,7.0,tertiary_link,25.0,80
14465,13673603149,5912237845,180.23,tertiary,30.0,100
14466,13673603150,13673603149,7.0,tertiary_link,25.0,80
14467,13673603150,1366795134,102.23,tertiary,30.0,100
14468,13673656714,5912237848,6.07,tertiary_link,25.0,80
14469,13673656714,3737129897,168.9,tertiary,30.0,100
14470,13673656715,13673656716,7.31,tertiary_link,25.0,80
14471,13673656715,13673671789,104.45,tertiary,30.0,100
14472,13673656716,13673656715,7.31,tertiary_link,25.0,80
14473,13673656716,13673656714,80.69,tertiary,30.0,100
14474,13673671789,13673671790,7.26,tertiary_link,25.0,80
14475,13673671789,13673671791,52.76,tertiary,30.0,100
14476,13673671790,13673671789,7.26,tertiary_link,25.0,80
14477,13673671790,13673656716,105.54,tertiary,30.0,100
14478,13673671791,13673671792,7.44,tertiary_link,25.0,80
14479,13673671791,7298860363,298.39,tertiary,30.0,100
14480,13673671792,13673671791,7.44,tertiary_link,25.0,80
14481,13673671792,13673671790,54.85,tertiary,30.0,100
14482,13673724062,5913278404,7.14,tertiary,30.0,100
14483,13673724062,13673724063,19.14,tertiary_link,25.0,80
14484,13673724063,13673724062,19.14,tertiary_link,25.0,80
14485,13673724063,5912237867,395.21,tertiary,30.0,100
14486,13673740015,13673740016,11.82,secondary_link,35.0,150
14487,13673740015,619193778,136.14,secondary,40.0,200
14488,13673740016,13673740015,11.82,secondary_link,35.0,150
14489,13673740016,13673740018,55.06,secondary,40.0,200
14490,13673740017,13673740018,11.97,secondary_link,35.0,150
14491,13673740017,13673740015,54.18,secondary,40.0,200
14492,13673740018,13673740017,11.97,secondary_link,35.0,150
14493,13673740018,6569340935,390.11,secondary,40.0,200
14494,13673961543,13673961544,6.9,secondary_link,35.0,150
14495,13673961543,10882783547,88.64,secondary,40.0,200
14496,13673961544,13673961543,6.9,secondary_link,35.0,150
14497,13673961544,12882834615,156.44,secondary,40.0,200
14498,13673973149,13673973150,9.65,secondary,40.0,200
14499,13673973149,11927594954,713.04,secondary,40.0,200
14500,13673973149,13670806940,14.0,tertiary,30.0,100
14501,13673973150,13673973149,9.65,secondary,40.0,200
14502,13673973150,5921458147,64.46,tertiary,30.0,100
14503,13674181397,13675070081,11.52,secondary,40.0,200
14504,13674197201,245664662,19.67,trunk,60.0,400
14505,13674197201,13674181397,23.56,trunk_link,50.0,350
14506,13674197204,13676889435,8.28,secondary_link,35.0,150
14507,13674197204,13676889437,21.93,secondary,40.0,200
14508,13674285912,2248802695,50.89,secondary,40.0,200
14509,13674285912,13674285913,8.05,secondary_link,35.0,150
14510,13674285913,13674285912,8.05,secondary_link,35.0,150
14511,13674285913,13677015858,550.92,secondary,40.0,200
14512,13675070080,6573759451,29.57,secondary,40.0,200
14513,13675070080,13675070081,8.53,secondary_link,35.0,150
14514,13675070081,13675070083,15.36,secondary,40.0,200
14515,13675070081,13675070080,8.53,secondary_link,35.0,150
14516,13675070082,13675070080,15.85,secondary,40.0,200
14517,13675070082,13675070083,8.35,secondary_link,35.0,150
14518,13675070083,13675070082,8.35,secondary_link,35.0,150
14519,13675070083,529576444,135.36,secondary,40.0,200
14520,13676889428,6574294052,12.51,secondary_link,35.0,150
14521,13676889428,10279809014,221.59,secondary,40.0,200
14522,13676889430,13676889431,9.63,secondary_link,35.0,150
14523,13676889430,13676889432,55.39,secondary,40.0,200
14524,13676889431,632313012,28.03,secondary,40.0,200
14525,13676889431,13676889430,9.63,secondary_link,35.0,150
14526,13676889432,632313010,9.55,secondary_link,35.0,150
14527,13676889432,13674197204,62.43,secondary,40.0,200
14528,13676889435,13674197204,8.28,secondary_link,35.0,150
14529,13676889435,632313010,62.71,secondary,40.0,200
14530,13676889436,13676889435,23.57,secondary,40.0,200
14531,13676889436,13676889437,8.25,secondary_link,35.0,150
14532,13676889437,13676889436,8.25,secondary_link,35.0,150
14533,13676889437,13676889438,80.26,secondary,40.0,200
14534,13676889438,13676889439,10.31,secondary_link,35.0,150
14535,13676889438,11064309452,23.33,secondary,40.0,200
14536,13676889439,13676889438,10.31,secondary_link,35.0,150
14537,13676889439,13676889436,81.39,secondary,40.0,200
14538,13676889440,11064309452,11.47,secondary_link,35.0,150
14539,13676889440,13676889439,23.48,secondary,40.0,200
14540,13676889441,13676889442,12.3,secondary_link,35.0,150
14541,13676889441,2248800994,85.44,secondary,40.0,200
14542,13676889442,13676889441,12.3,secondary_link,35.0,150
14543,13676889442,13676889444,172.37,secondary,40.0,200
14544,13676889443,13676889444,13.47,secondary_link,35.0,150
14545,13676889443,13676889441,172.08,secondary,40.0,200
14546,13676889444,13676889443,13.47,secondary_link,35.0,150
14547,13676889444,13676889447,302.22,secondary,40.0,200
14548,13676889446,13676889447,11.6,secondary_link,35.0,150
14549,13676889446,13676889443,307.63,secondary,40.0,200
14550,13676889447,13676889446,11.6,secondary_link,35.0,150
14551,13676889447,278919343,146.16,secondary,40.0,200
14552,13676889452,278919550,46.02,secondary,40.0,200
14553,13676889452,13676889453,10.07,secondary_link,35.0,150
14554,13676889453,13676889452,10.07,secondary_link,35.0,150
14555,13676889453,13676889454,183.17,secondary,40.0,200
14556,13676889454,13676889455,6.93,secondary_link,35.0,150
14557,13676889454,13676889456,29.15,secondary,40.0,200
14558,13676889455,13676889454,6.93,secondary_link,35.0,150
14559,13676889455,13676889452,183.35,secondary,40.0,200
14560,13676889456,1643264091,6.57,secondary_link,35.0,150
14561,13676889456,13676889457,44.33,secondary,40.0,200
14562,13676889457,278919358,9.43,secondary_link,35.0,150
14563,13676889457,10279857151,137.99,secondary,40.0,200
14564,13676994254,10279771641,27.15,secondary,40.0,200
14565,13676994254,10207397922,11.05,secondary_link,35.0,150
14566,13676994256,13676994257,12.48,secondary_link,35.0,150
14567,13676994256,13680939274,193.33,secondary,40.0,200
14568,13676994257,13676994256,12.48,secondary_link,35.0,150
14569,13676994257,4264598306,72.3,secondary,40.0,200
14570,13677015858,13674285912,547.31,secondary,40.0,200
14571,13677015858,6576059825,1038.95,secondary,40.0,200
14572,13677025258,10207346702,30.71,secondary,40.0,200
14573,13677025258,13677025261,32.71,secondary_link,35.0,150
14574,13677025261,13676889428,87.97,secondary,40.0,200
14575,13677035095,13677035096,20.99,tertiary,30.0,100
14576,13677035095,13363231893,80.68,primary,50.0,300
14577,13677035096,6616472888,11.28,primary,50.0,300
14578,13677237833,13677237835,24.19,secondary,40.0,200
14579,13677237833,13677237834,7.69,secondary_link,35.0,150
14580,13677237834,13677237837,132.05,secondary,40.0,200
14581,13677237834,13677237833,7.69,secondary_link,35.0,150
14582,13677237835,13677237836,7.56,secondary_link,35.0,150
14583,13677237835,13677255091,23.76,secondary,40.0,200
14584,13677237836,13677237834,24.34,secondary,40.0,200
14585,13677237836,13677237835,7.56,secondary_link,35.0,150
14586,13677237837,11064294513,8.41,secondary_link,35.0,150
14587,13677237837,9311818784,103.7,secondary,40.0,200
14588,13677255091,13677255092,7.62,secondary_link,35.0,150
14589,13677255091,245664191,155.59,secondary,40.0,200
14590,13677255092,13677237836,23.76,secondary,40.0,200
14591,13677255092,13677255091,7.62,secondary_link,35.0,150
14592,13677255093,245664866,721.28,trunk,60.0,400
14593,13677255095,245664869,26.39,secondary,40.0,200
14594,13677255095,13677255093,40.42,trunk_link,50.0,350
14595,13677416153,9311818784,6.85,secondary,40.0,200
14596,13677416153,13677416154,11.05,secondary_link,35.0,150
14597,13677416154,13677416153,11.05,secondary_link,35.0,150
14598,13677416154,7362076297,88.5,secondary,40.0,200
14599,13677459952,7374437621,10.51,secondary_link,35.0,150
14600,13677459953,1651530826,532.92,secondary,40.0,200
14601,13677459953,13677459952,8.38,secondary_link,35.0,150
14602,13677995817,278919550,312.07,tertiary,30.0,100
14603,13677995817,13677995822,83.57,tertiary,30.0,100
14604,13677995821,13677995822,6.5,tertiary_link,25.0,80
14605,13677995821,13677995817,83.74,tertiary,30.0,100
14606,13677995822,7358363794,38.5,tertiary,30.0,100
14607,13677995822,13677995821,6.5,tertiary_link,25.0,80
14608,13680939274,2629741752,19.36,secondary,40.0,200
14609,13680939274,13680939278,24.17,trunk_link,50.0,350
14610,13680939278,2629741747,236.91,trunk,60.0,400
14611,13681043568,13681043571,11.19,tertiary,30.0,100
14612,13681043568,7361947945,195.23,primary,50.0,300
14613,13681043570,13681043573,11.58,tertiary,30.0,100
14614,13681043570,7331439008,834.22,primary,50.0,300
14615,13681043571,13681043570,11.37,primary,50.0,300
14616,13681043571,13681043570,39.06,tertiary,30.0,100
14617,13681043573,13681043568,10.55,primary,50.0,300
14618,13681043573,13893645137,350.1,tertiary,30.0,100
14619,13681043574,969935130,52.71,secondary,40.0,200
14620,13681043574,10277265394,8.32,secondary_link,35.0,150
14621,13681043575,969935130,8.18,secondary_link,35.0,150
14622,13681043575,10277265394,55.29,secondary,40.0,200
14623,13681043576,10277265407,11.08,secondary_link,35.0,150
14624,13681043576,245682398,366.95,secondary,40.0,200
14625,13681043578,13681043579,8.39,secondary_link,35.0,150
14626,13681043578,13681043576,165.12,secondary,40.0,200
14627,13681043579,13681043578,8.39,secondary_link,35.0,150
14628,13681043579,13681043575,153.4,secondary,40.0,200
14629,13681073483,13681073484,11.92,secondary_link,35.0,150
14630,13681073483,13789266314,61.12,secondary,40.0,200
14631,13681073484,13681073483,11.92,secondary_link,35.0,150
14632,13681073484,10882788615,94.83,secondary,40.0,200
14633,13681073487,10264297673,38.4,secondary,40.0,200
14634,13681073487,13681073488,9.95,secondary_link,35.0,150
14635,13681073488,13681073487,9.95,secondary_link,35.0,150
14636,13681073488,10264297688,228.6,secondary,40.0,200
14637,13681143729,5912237921,7.45,tertiary,30.0,100
14638,13686749225,13686749226,8.81,secondary_link,35.0,150
14639,13686749225,13671676552,224.84,secondary,40.0,200
14640,13686749226,13686749225,8.81,secondary_link,35.0,150
14641,13686749226,13686749228,96.4,secondary,40.0,200
14642,13686749227,13686749228,7.71,secondary_link,35.0,150
14643,13686749227,13686749225,96.64,secondary,40.0,200
14644,13686749228,13686749227,7.71,secondary_link,35.0,150
14645,13686749228,10282040406,311.95,secondary,40.0,200
14646,13686797151,13528895060,215.54,tertiary,30.0,100
14647,13686797151,13686797158,21.81,tertiary,30.0,100
14648,13686797158,587984765,7.76,tertiary,30.0,100
14649,13686823154,13686823155,9.82,secondary_link,35.0,150
14650,13686823154,10883614928,139.87,secondary,40.0,200
14651,13686823155,13686823154,9.82,secondary_link,35.0,150
14652,13686823155,4906196445,121.5,secondary,40.0,200
14653,13686862700,13686865201,7.65,tertiary_link,25.0,80
14654,13686862700,2258304479,852.27,tertiary,30.0,100
14655,13686865201,13686862700,7.65,tertiary_link,25.0,80
14656,13686865201,276775161,103.75,tertiary,30.0,100
14657,13687881985,10279771646,8.39,tertiary_link,25.0,80
14658,13687881985,10279771653,38.85,tertiary,30.0,100
14659,13687881986,13687881987,18.29,tertiary,30.0,100
14660,13687881986,10279771643,10.21,tertiary_link,25.0,80
14661,13687881987,13687881989,34.41,tertiary,30.0,100
14662,13687881987,13687881988,10.16,tertiary_link,25.0,80
14663,13687881988,10279771643,18.24,tertiary,30.0,100
14664,13687881988,13687881987,10.16,tertiary_link,25.0,80
14665,13687881989,13687881990,10.05,tertiary_link,25.0,80
